           1           1   4.1889579115710687E-002  -1.2318940633758570E-002  0.11809305876631060     
           2           1   4.1889579129314874E-002  -1.2318940641267803E-002  0.11809305880230347     
           3           1   4.1889579091506181E-002  -1.2318940620398162E-002  0.11809305870227216     
           4           1   4.1889578922645727E-002  -1.2318940527190639E-002  0.11809305825551453     
           5           1   4.1889578491889429E-002  -1.2318940289421964E-002  0.11809305711585361     
           6           1   4.1889577654828605E-002  -1.2318939827381525E-002  0.11809305490122446     
           7           1   4.1889576204381315E-002  -1.2318939026764281E-002  0.11809305106374579     
           8           1   4.1889573929953856E-002  -1.2318937771326895E-002  0.11809304504624563     
           9           1   4.1889570546548578E-002  -1.2318935903756567E-002  0.11809303609469968     
          10           1   4.1889565776024387E-002  -1.2318933270525240E-002  0.11809302347322403     
          11           1   4.1889559254080458E-002  -1.2318929670546619E-002  0.11809300621798036     
          12           1   4.1889550634403902E-002  -1.2318924912663502E-002  0.11809298341272090     
          13           1   4.1889539473130760E-002  -1.2318918751872857E-002  0.11809295388310515     
          14           1   4.1889525356836661E-002  -1.2318910959973995E-002  0.11809291653532661     
          15           1   4.1889507764044154E-002  -1.2318901249123776E-002  0.11809286998970037     
          16           1   4.1889486218135714E-002  -1.2318889356241518E-002  0.11809281298522778     
          17           1   4.1889460125473191E-002  -1.2318874953654534E-002  0.11809274395130520     
          18           1   4.1889428954375113E-002  -1.2318857747890228E-002  0.11809266148124864     
          19           1   4.1889392049436994E-002  -1.2318837377185083E-002  0.11809256384103595     
          20           1   4.1889348837692450E-002  -1.2318813525281601E-002  0.11809244951475206     
          21           1   4.1889298618765974E-002  -1.2318785805597627E-002  0.11809231664939068     
          22           1   4.1889240799203684E-002  -1.2318753890572251E-002  0.11809216367482878     
          23           1   4.1889174658141792E-002  -1.2318717382320597E-002  0.11809198868384907     
          24           1   4.1889099610521459E-002  -1.2318675957922827E-002  0.11809179012853388     
          25           1   4.1889014948009312E-002  -1.2318629226419169E-002  0.11809156613481187     
          26           1   4.1888920131376163E-002  -1.2318576890196060E-002  0.11809131527601080     
          27           1   4.1888814506457137E-002  -1.2318518588204170E-002  0.11809103582136626     
          28           1   4.1888697625364318E-002  -1.2318454073259438E-002  0.11809072658586162     
          29           1   4.1888568937331422E-002  -1.2318383041398319E-002  0.11809038611228706     
          30           1   4.1888428137650070E-002  -1.2318305324480645E-002  0.11809001359443061     
          31           1   4.1888274833334606E-002  -1.2318220705646594E-002  0.11808960799251700     
          32           1   4.1888108917753464E-002  -1.2318129126101036E-002  0.11808916902438216     
          33           1   4.1887930211222314E-002  -1.2318030486732287E-002  0.11808869621457929     
          34           1   4.1887738858308633E-002  -1.2317924867409215E-002  0.11808818994554116     
          35           1   4.1887534943788787E-002  -1.2317812315002580E-002  0.11808765044150626     
          36           1   4.1887318908627860E-002  -1.2317693072987714E-002  0.11808707886909198     
          37           1   4.1887091142304690E-002  -1.2317567356422723E-002  0.11808647625869584     
          38           1   4.1886852412620579E-002  -1.2317435589181688E-002  0.11808584464165883     
